sub	trial	stim	freqReport	freqReportRT	freqReportTrialStart	freqReportTrialEnd	freqReportITI	freqReportITITrialStart	freqReportITITrialEnd	block
122	1	 p11.jpg	7	2.55E+00	2.83E+05	2.82E+05	6	2.83E+05	2.83E+05	2
122	2	 p8.jpg	5	1.73E+00	2.83E+05	2.82E+05	3.82E+00	2.83E+05	2.83E+05	2
122	3	 p13.jpg	7	1.89E+00	2.83E+05	2.82E+05	2.36E+00	2.83E+05	2.83E+05	2
122	4	 p14.jpg	4	1.11E+00	2.83E+05	2.82E+05	3.45E+00	2.83E+05	2.83E+05	2
122	5	 p23.jpg	5	1.30E+00	2.83E+05	2.82E+05	5.27E+00	2.83E+05	2.83E+05	2
122	6	 p20.jpg	1	1.37E+00	2.83E+05	2.82E+05	4.91E+00	2.83E+05	2.83E+05	2
122	7	 p19.jpg	1	7.43E-01	2.83E+05	2.82E+05	2.36E+00	2.83E+05	2.83E+05	2
122	8	 p5.jpg	1	1.51E+00	2.83E+05	2.82E+05	3.45E+00	2.83E+05	2.83E+05	2
122	9	p18.jpg	2	1.05E+00	2.83E+05	2.82E+05	2.73E+00	2.83E+05	2.83E+05	2
122	10	p2.jpg	5	1.75E+00	2.83E+05	2.82E+05	4.55E+00	2.83E+05	2.83E+05	2
122	11	p9.jpg	6	1.79E+00	2.83E+05	2.82E+05	4.18E+00	2.83E+05	2.83E+05	2
122	12	p24.jpg	2	1.33E+00	2.83E+05	2.82E+05	3.82E+00	2.83E+05	2.83E+05	2
122	13	p17.jpg	5	1.63E+00	2.83E+05	2.82E+05	6.00E+00	2.83E+05	2.83E+05	2
122	14	p4.jpg	6	2.88E+00	2.83E+05	2.82E+05	5.64E+00	2.83E+05	2.83E+05	2
122	15	p3.jpg	4	2.31E+00	2.83E+05	2.82E+05	2.00E+00	2.83E+05	2.83E+05	2
122	16	p12.jpg	1	2.02E+00	2.83E+05	2.82E+05	4.55E+00	2.83E+05	2.83E+05	2
122	17	p1.jpg	2	1.42E+00	2.83E+05	2.82E+05	3.09E+00	2.83E+05	2.83E+05	2
122	18	p6.jpg	3	2.31E+00	2.83E+05	2.82E+05	2.73E+00	2.83E+05	2.83E+05	2
122	19	p21.jpg	5	1.11E+00	2.83E+05	2.82E+05	2.00E+00	2.83E+05	2.83E+05	2
122	20	p15.jpg	1	2.72E+00	2.83E+05	2.82E+05	5.27E+00	2.83E+05	2.83E+05	2
122	21	p16.jpg	1	9.39E-01	2.83E+05	2.82E+05	5.64E+00	2.83E+05	2.83E+05	2
122	22	p7.jpg	5	3.20E+00	2.83E+05	2.82E+05	3.09E+00	2.83E+05	2.83E+05	2
122	23	p10.jpg	4	1.91E+00	2.83E+05	2.82E+05	4.91E+00	2.83E+05	2.83E+05	2
122	24	p22.jpg	3	2.75E+00	2.83E+05	2.82E+05	4.18E+00	2.83E+05	2.83E+05	2
122	0	beginningITI					3.00E+00	2.83E+05	2.83E+05	2
122	25	endingITI					3.00E+00	2.83E+05	2.83E+05	2
122	26	endScreen					9.00E+00	2.83E+05	2.83E+05	2
