sub	trial	stim	freqReport	freqReportRT	freqReportTrialStart	freqReportTrialEnd	freqReportITI	freqReportITITrialStart	freqReportITITrialEnd	block	
 153.000000	 1.000000	 p15.jpg	 7.000000	 3.060194e+00	 7.038756e+04	 7.031511e+04	 6	 7.039356e+04	 7.039956e+04	 2.000000
 153.000000	 2.000000	 p3.jpg	 1.000000	 3.901912e+00	 7.039962e+04	 7.031511e+04	 6	 7.040562e+04	 7.041162e+04	 2.000000
 153.000000	 3.000000	 p4.jpg	 1.000000	 3.153323e+00	 7.041166e+04	 7.031511e+04	 5.636364e+00	 7.041766e+04	 7.042330e+04	 2.000000
 153.000000	 4.000000	 p14.jpg	 3.000000	 3.064422e+00	 7.042333e+04	 7.031511e+04	 2	 7.042934e+04	 7.043134e+04	 2.000000
 153.000000	 5.000000	 p7.jpg	 6.000000	 4.127922e+00	 7.043137e+04	 7.031511e+04	 2.727273e+00	 7.043737e+04	 7.044010e+04	 2.000000
 153.000000	 6.000000	 p24.jpg	 6.000000	 4.245318e+00	 7.044013e+04	 7.031511e+04	 2.727273e+00	 7.044613e+04	 7.044886e+04	 2.000000
 153.000000	 7.000000	 p8.jpg	 1.000000	 8.362970e-01	 7.044889e+04	 7.031511e+04	 5.272727e+00	 7.045490e+04	 7.046017e+04	 2.000000
 153.000000	 8.000000	 p9.jpg	 1.000000	 1.269121e+00	 7.046020e+04	 7.031511e+04	 3.818182e+00	 7.046621e+04	 7.047003e+04	 2.000000
 153.000000	 9.000000	 p12.jpg	 6.000000	 1.799244e+00	 7.047007e+04	 7.031511e+04	 5.636364e+00	 7.047607e+04	 7.048171e+04	 2.000000
 153.000000	 10.000000	 p19.jpg	 6.000000	 1.423097e+00	 7.048174e+04	 7.031511e+04	 3.818182e+00	 7.048775e+04	 7.049157e+04	 2.000000
 153.000000	 11.000000	 p10.jpg	 6.000000	 1.095251e+00	 7.049161e+04	 7.031511e+04	 3.090909e+00	 7.049761e+04	 7.050071e+04	 2.000000
 153.000000	 12.000000	 p5.jpg	 6.000000	 1.314364e+00	 7.050074e+04	 7.031511e+04	 2	 7.050675e+04	 7.050875e+04	 2.000000
 153.000000	 13.000000	 p16.jpg	 5.000000	 9.956028e-01	 7.050877e+04	 7.031511e+04	 5.272727e+00	 7.051478e+04	 7.052005e+04	 2.000000
 153.000000	 14.000000	 p1.jpg	 5.000000	 9.191164e-01	 7.052009e+04	 7.031511e+04	 4.909091e+00	 7.052610e+04	 7.053101e+04	 2.000000
 153.000000	 15.000000	 p20.jpg	 6.000000	 1.819746e+00	 7.053104e+04	 7.031511e+04	 2.363636e+00	 7.053704e+04	 7.053941e+04	 2.000000
 153.000000	 16.000000	 p11.jpg	 1.000000	 4.714435e+00	 7.053945e+04	 7.031511e+04	 3.454545e+00	 7.054545e+04	 7.054890e+04	 2.000000
 153.000000	 17.000000	 p2.jpg	 	 	 7.054894e+04	 7.031511e+04	 2.363636e+00	 7.055495e+04	 7.055731e+04	 2.000000
 153.000000	 18.000000	 p6.jpg	 6.000000	 1.710075e+00	 7.055735e+04	 7.031511e+04	 4.545455e+00	 7.056335e+04	 7.056790e+04	 2.000000
 153.000000	 19.000000	 p22.jpg	 6.000000	 3.203178e+00	 7.056793e+04	 7.031511e+04	 3.090909e+00	 7.057394e+04	 7.057703e+04	 2.000000
 153.000000	 20.000000	 p17.jpg	 4.000000	 1.028076e-01	 7.057707e+04	 7.031511e+04	 4.545455e+00	 7.058307e+04	 7.058762e+04	 2.000000
 153.000000	 21.000000	 p23.jpg	 3.000000	 3.564129e+00	 7.058765e+04	 7.031511e+04	 4.909091e+00	 7.059365e+04	 7.059856e+04	 2.000000
 153.000000	 22.000000	 p21.jpg	 5.000000	 3.443122e+00	 7.059859e+04	 7.031511e+04	 3.454545e+00	 7.060460e+04	 7.060805e+04	 2.000000
 153.000000	 23.000000	 p18.jpg	 6.000000	 1.671395e+00	 7.060809e+04	 7.031511e+04	 4.181818e+00	 7.061409e+04	 7.061827e+04	 2.000000
 153.000000	 24.000000	 p13.jpg	 5.000000	 1.610396e+00	 7.061831e+04	 7.031511e+04	 4.181818e+00	 7.062431e+04	 7.062850e+04	 2.000000
 153.000000	 0.000000	 beginningITI	 	 	 	 	 3	 7.038452e+04	 7.038752e+04	 2.000000
 153.000000	 25.000000	 endingITI	 	 	 	 	 3	 7.062851e+04	 7.063151e+04	 2.000000
 153.000000	 26.000000	 endScreen	 	 	 	 	 9	 7.063154e+04	 7.064054e+04	 2.000000
