sub	trial	freqCond	stim	truePair	stimSide	paITI	paTrialStart	paTrialEnd	paITIStart	paITIEnd
141	1	1	 p17.jpg	 f21.jpg	1	2.73E+00	3.00E+00	8.00E+00	8.00E+00	1.07E+01
141	2	5	 p14.jpg	 f20.jpg	2	5.64E+00	1.07E+01	1.57E+01	1.57E+01	2.14E+01
141	3	1	 p12.jpg	 f3.jpg	2	2.36E+00	2.14E+01	2.64E+01	2.64E+01	2.87E+01
141	4	5	 p7.jpg	 f26.jpg	1	3.82E+00	2.87E+01	3.37E+01	3.37E+01	3.76E+01
141	5	1	 p1.jpg	 f13.jpg	2	4.91E+00	3.76E+01	4.26E+01	4.26E+01	4.75E+01
141	6	5	 p4.jpg	 f16.jpg	2	2.73E+00	4.75E+01	5.25E+01	5.25E+01	5.52E+01
141	7	1	 p22.jpg	 f10.jpg	1	5.27E+00	5.52E+01	6.02E+01	6.02E+01	6.55E+01
141	8	5	 p13.jpg	 f24.jpg	2	4.18E+00	6.55E+01	7.05E+01	7.05E+01	7.46E+01
141	9	1	 p16.jpg	 f12.jpg	1	2	7.46E+01	7.96E+01	7.96E+01	8.16E+01
141	10	1	 p21.jpg	 f29.jpg	1	3.09E+00	8.16E+01	8.66E+01	8.66E+01	8.97E+01
141	11	1	 p24.jpg	 f23.jpg	1	5.64E+00	8.97E+01	9.47E+01	9.47E+01	1.00E+02
141	12	5	 p11.jpg	 f14.jpg	1	3.45E+00	1.00E+02	1.05E+02	1.05E+02	1.09E+02
141	13	1	 p18.jpg	 f30.jpg	2	3.82E+00	1.09E+02	1.14E+02	1.14E+02	1.18E+02
141	14	5	 p6.jpg	 f18.jpg	1	3.09E+00	1.18E+02	1.23E+02	1.23E+02	1.26E+02
141	15	1	 p5.jpg	 f2.jpg	2	6	1.26E+02	1.31E+02	1.31E+02	1.37E+02
141	16	5	 p10.jpg	 f22.jpg	2	5.27E+00	1.37E+02	1.42E+02	1.42E+02	1.47E+02
141	17	5	 p2.jpg	 f15.jpg	1	4.55E+00	1.47E+02	1.52E+02	1.52E+02	1.57E+02
141	18	5	 p8.jpg	 f19.jpg	1	2	1.57E+02	1.62E+02	1.62E+02	1.64E+02
141	19	1	 p19.jpg	 f25.jpg	1	4.18E+00	1.64E+02	1.69E+02	1.69E+02	1.73E+02
141	20	5	 p3.jpg	 f27.jpg	2	2.36E+00	1.73E+02	1.78E+02	1.78E+02	1.80E+02
141	21	1	 p20.jpg	 f17.jpg	2	3.45E+00	1.80E+02	1.85E+02	1.85E+02	1.89E+02
141	22	5	 p9.jpg	 f28.jpg	1	6	1.89E+02	1.94E+02	1.94E+02	2.00E+02
141	23	1	 p15.jpg	 f11.jpg	2	4.55E+00	2.00E+02	2.05E+02	2.05E+02	2.09E+02
141	24	5	 p23.jpg	 f1.jpg	2	4.91E+00	2.09E+02	2.14E+02	2.14E+02	2.19E+02
141	0	 	 beginningITI	 	 	3	 	 	0.00E+00	3.00E+00
141	25	 	 endingITI	 	 	3	 	 	2.19E+02	2.22E+02
141	26	 	 endScreen	 	 	6	 	 	2.22E+02	2.28E+02
