sub	trial	stim	freqReport	freqReportRT	freqReportTrialStart	freqReportTrialEnd	freqReportITI	freqReportITITrialStart	freqReportITITrialEnd	block
141	1	 p18.jpg	1	1.48E+00	3.73E+05	3.73E+05	5.27E+00	3.73E+05	3.73E+05	2
141	2	 p15.jpg	1	1.70E+00	3.73E+05	3.73E+05	2.36E+00	3.73E+05	3.73E+05	2
141	3	 p13.jpg	5	1.46E+00	3.73E+05	3.73E+05	5.27E+00	3.73E+05	3.73E+05	2
141	4	 p8.jpg	6	1.72E+00	3.73E+05	3.73E+05	4.91E+00	3.73E+05	3.73E+05	2
141	5	 p1.jpg	1	1.47E+00	3.73E+05	3.73E+05	4.91E+00	3.73E+05	3.73E+05	2
141	6	 p9.jpg	5	1.37E+00	3.73E+05	3.73E+05	2.36E+00	3.73E+05	3.73E+05	2
141	7	 p19.jpg	4	1.82E+00	3.73E+05	3.73E+05	2	3.73E+05	3.73E+05	2
141	8	 p14.jpg	6	1.24E+00	3.73E+05	3.73E+05	4.18E+00	3.73E+05	3.73E+05	2
141	9	 p6.jpg	5	1.52E+00	3.73E+05	3.73E+05	3.82E+00	3.73E+05	3.73E+05	2
141	10	 p10.jpg	6	1.37E+00	3.73E+05	3.73E+05	2	3.73E+05	3.73E+05	2
141	11	 p17.jpg	1	1.36E+00	3.73E+05	3.73E+05	5.64E+00	3.73E+05	3.73E+05	2
141	12	 p7.jpg	5	1.28E+00	3.73E+05	3.73E+05	4.55E+00	3.73E+05	3.73E+05	2
141	13	 p4.jpg	6	1.27E+00	3.73E+05	3.73E+05	5.64E+00	3.73E+05	3.73E+05	2
141	14	 p16.jpg	1	1.19E+00	3.73E+05	3.73E+05	6	3.73E+05	3.73E+05	2
141	15	 p24.jpg	1	1.05E+00	3.73E+05	3.73E+05	3.45E+00	3.73E+05	3.73E+05	2
141	16	 p20.jpg	2	2.53E+00	3.73E+05	3.73E+05	4.18E+00	3.73E+05	3.73E+05	2
141	17	 p2.jpg	6	1.29E+00	3.73E+05	3.73E+05	2.73E+00	3.73E+05	3.73E+05	2
141	18	 p11.jpg	5	1.85E+00	3.73E+05	3.73E+05	6	3.73E+05	3.73E+05	2
141	19	 p23.jpg	6	1.79E+00	3.73E+05	3.73E+05	3.45E+00	3.73E+05	3.73E+05	2
141	20	 p21.jpg	1	1.42E+00	3.73E+05	3.73E+05	4.55E+00	3.73E+05	3.73E+05	2
141	21	 p3.jpg	6	1.11E+00	3.73E+05	3.73E+05	3.09E+00	3.73E+05	3.73E+05	2
141	22	 p5.jpg	1	1.34E+00	3.73E+05	3.73E+05	2.73E+00	3.73E+05	3.73E+05	2
141	23	 p22.jpg	1	1.36E+00	3.73E+05	3.73E+05	3.09E+00	3.73E+05	3.73E+05	2
141	24	 p12.jpg	1	1.10E+00	3.73E+05	3.73E+05	3.82E+00	3.73E+05	3.73E+05	2
141	0	 beginningITI	 	 	 	 	3	3.73E+05	3.73E+05	2
141	25	 endingITI	 	 	 	 	3	3.73E+05	3.73E+05	2
141	26	 endScreen	 	 	 	 	9	3.73E+05	3.73E+05	2
