sub	trial	freqCond	stim	truePair	stimSide	paITI	paTrialStart	paTrialEnd	paITIStart	paITIEnd
215	1	1	 c24.jpg	 s2.jpeg	1	4.55E+00	180515.8	180520.8	180520.9	180525.4
215	2	5	 c18.jpg	 s22.jpeg	2	6	180525.5	180530.5	180530.5	180536.5
215	3	1	 c15.jpg	 s21.jpeg	1	2	180536.6	180541.6	180541.6	180543.6
215	4	1	 c7.jpg	 s29.jpeg	1	4.18E+00	180543.6	180548.6	180548.7	180552.8
215	5	5	 c19.jpg	 s14.jpeg	1	4.91E+00	180552.9	180557.9	180557.9	180562.8
215	6	5	 c10.jpg	 s19.jpeg	2	4.18E+00	180562.9	180567.9	180567.9	180572.1
215	7	1	 c14.jpg	 s24.jpeg	2	3.09E+00	180572.1	180577.1	180577.2	180580.3
215	8	1	 c3.jpg	 s11.jpeg	1	6	180580.3	180585.3	180585.3	180591.3
215	9	5	 c6.jpg	 s30.jpeg	2	3.82E+00	180591.4	180596.4	180596.4	180600.2
215	10	1	 c5.jpg	 s26.jpeg	2	3.82E+00	180600.3	180605.3	180605.3	180609.1
215	11	5	 c11.jpg	 s16.jpeg	1	4.55E+00	180609.2	180614.2	180614.2	180618.7
215	12	5	 c1.jpg	 s28.jpeg	1	3.09E+00	180618.8	180623.8	180623.8	180626.9
215	13	1	 c4.jpg	 s20.jpeg	2	5.27E+00	180626.9	180631.9	180632	180637.2
215	14	1	 c22.jpg	 s10.jpeg	1	5.64E+00	180637.3	180642.3	180642.3	180647.9
215	15	5	 c13.jpg	 s23.jpeg	1	2	180648	180653	180653	180655
215	16	1	 c12.jpg	 s18.jpeg	2	2.36E+00	180655.1	180660.1	180660.1	180662.5
215	17	5	 c8.jpg	 s17.jpeg	2	3.45E+00	180662.5	180667.5	180667.5	180671
215	18	1	 c9.jpg	 s3.jpeg	2	3.45E+00	180671	180676	180676	180679.5
215	19	5	 c17.jpg	 s25.jpeg	2	5.27E+00	180679.6	180684.6	180684.6	180689.9
215	20	5	 c2.jpg	 s27.jpeg	1	2.36E+00	180689.9	180694.9	180695	180697.3
215	21	5	 c21.jpg	 s15.jpeg	1	2.73E+00	180697.4	180702.4	180702.4	180705.1
215	22	5	 c16.jpg	 s12.jpeg	2	5.64E+00	180705.2	180710.2	180710.2	180715.8
215	23	1	 c20.jpg	 s13.jpeg	2	4.91E+00	180715.9	180720.9	180720.9	180725.8
215	24	1	 c23.jpg	 s1.jpeg	1	2.73E+00	180725.9	180730.9	180730.9	180733.6
215	0	 	 beginningITI	 	 	3	 	 	180512.8	180515.8
215	25	 	 endingITI	 	 	3	 	 	180733.6	180736.6
215	26	 	 endScreen	 	 	6	 	 	180736.7	180742.7
