sub	trial	stim	freqReport	freqReportRT	freqReportTrialStart	freqReportTrialEnd	freqReportITI	freqReportITITrialStart	freqReportITITrialEnd	block
215	1	 c17.jpg	5	2.54E+00	1.81E+05	1.81E+05	5.64E+00	1.81E+05	1.81E+05	1
215	2	 c8.jpg	5	2.16E+00	1.81E+05	1.81E+05	4.18E+00	1.81E+05	1.81E+05	1
215	3	 c21.jpg	3	2.43E+00	1.81E+05	1.81E+05	2	1.81E+05	1.81E+05	1
215	4	 c15.jpg	1	1.93E+00	1.81E+05	1.81E+05	2.36E+00	1.81E+05	1.81E+05	1
215	5	 c10.jpg	5	1.69E+00	1.81E+05	1.81E+05	3.09E+00	1.81E+05	1.81E+05	1
215	6	 c5.jpg	1	1.48E+00	1.81E+05	1.81E+05	5.64E+00	1.81E+05	1.81E+05	1
215	7	 c6.jpg	6	2.89E+00	1.81E+05	1.81E+05	6	1.81E+05	1.81E+05	1
215	8	 c11.jpg	5	2.22E+00	1.81E+05	1.81E+05	2.36E+00	1.81E+05	1.81E+05	1
215	9	 c7.jpg	2	2.65E+00	1.81E+05	1.81E+05	4.91E+00	1.81E+05	1.81E+05	1
215	10	 c18.jpg	2	2.25E+00	1.81E+05	1.81E+05	5.27E+00	1.81E+05	1.81E+05	1
215	11	 c22.jpg	1	2.44E+00	1.81E+05	1.81E+05	4.18E+00	1.81E+05	1.81E+05	1
215	12	 c3.jpg	2	3.18E+00	1.81E+05	1.81E+05	6	1.81E+05	1.81E+05	1
215	13	 c19.jpg	6	1.91E+00	1.81E+05	1.81E+05	4.55E+00	1.81E+05	1.81E+05	1
215	14	 c20.jpg	1	2.31E+00	1.81E+05	1.81E+05	2	1.81E+05	1.81E+05	1
215	15	 c4.jpg	1	1.09E+00	1.81E+05	1.81E+05	2.73E+00	1.81E+05	1.81E+05	1
215	16	 c14.jpg	1	1.20E+00	1.81E+05	1.81E+05	3.45E+00	1.81E+05	1.81E+05	1
215	17	 c16.jpg	6	1.93E+00	1.81E+05	1.81E+05	2.73E+00	1.81E+05	1.81E+05	1
215	18	 c1.jpg	5	1.13E+00	1.81E+05	1.81E+05	3.82E+00	1.81E+05	1.81E+05	1
215	19	 c2.jpg	6	1.94E+00	1.81E+05	1.81E+05	3.45E+00	1.81E+05	1.81E+05	1
215	20	 c13.jpg	3	2.27E+00	1.81E+05	1.81E+05	4.91E+00	1.81E+05	1.81E+05	1
215	21	 c24.jpg	1	2.77E+00	1.81E+05	1.81E+05	5.27E+00	1.81E+05	1.81E+05	1
215	22	 c23.jpg	1	1.54E+00	1.81E+05	1.81E+05	4.55E+00	1.81E+05	1.81E+05	1
215	23	 c12.jpg	1	1.53E+00	1.81E+05	1.81E+05	3.09E+00	1.81E+05	1.81E+05	1
215	24	 c9.jpg	2	2.29E+00	1.81E+05	1.81E+05	3.82E+00	1.81E+05	1.81E+05	1
215	0	 beginningITI	 	 	 	 	3	1.81E+05	1.81E+05	1
215	25	 endingITI	 	 	 	 	3	1.81E+05	1.81E+05	1
215	26	 endScreen	 	 	 	 	9	1.81E+05	1.81E+05	1
